Name,Platform,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Genre
Harvest Moon: Light of Hope,Switch,62,5,4.2,31,"Natsume, Tabot",E,Strategy
Harvest Moon: Light of Hope,PlayStation 4,,,1.6,16,"Natsume, Tabot",E,Strategy
Surviving Mars,PlayStation 4,73,17,6.3,35,Haemimont Games,E10+,Strategy
The Sims 4,Xbox One,66,19,3.7,68,Maxis,T,Simulation
The Sims 4,PlayStation 4,66,27,3.9,245,Maxis,T,Simulation
The Sims 4: Cats & Dogs,PC,80,9,5.1,69,Maxis,T,Simulation
Spintires: Mudrunner,Xbox One,72,10,6.2,22,Maximum Games,E,Simulation
Rapala Fishing Pro Series,Xbox One,,,tbd,,GameMill Entertainment,E,Sports
Rapala Fishing Pro Series,PlayStation 4,,,tbd,,GameMill Entertainment,E,Sports
Real Farm,Xbox One,,,tbd,,Soedesco,E,Simulation
Real Farm,PlayStation 4,,,2.9,10,"Triangle Studios, Soedesco",E,Simulation
Elite: Dangerous,Xbox One,80,30,7.0,121,Frontier Developments,T,Simulation
Elite: Dangerous,PlayStation 4,77,17,6.9,132,Frontier Developments,T,Simulation
Farming Simulator 18,3DS,68,6,6.5,4,Giants Software,E,Simulation
Farming Simulator 18,PlayStation Vita,64,6,tbd,,Giants Software,E,Simulation
Cooking Mama: Sweet Shop,3DS,56,13,5.0,4,Office Create,E,Simulation
Stardew Valley,PlayStation 4,86,11,8.0,242,"Sickhead Games, LLC, Eric Barone, Sickhead Games",E10+,Role-Playing
Stardew Valley,Xbox One,89,10,7.8,121,"Sickhead Games, LLC, Eric Barone, Sickhead Games",E10+,Role-Playing
X-Plane 11,PC,,,8.4,14,Laminar Research,,Simulation
Air Conflicts: Secret Wars - Ultimate Edition,PlayStation 4,,,tbd,,U&I Entertainment,T,Simulation
This Is the Police,Xbox One,71,9,7.0,5,"Weappy Studio, THQ Nordic",M,Simulation
This Is the Police,PlayStation 4,63,12,6.4,34,Weappy Studio,M,Simulation
Story of Seasons: Trio of Towns,3DS,74,32,8.0,44,Marvelous Inc.,E10+,Strategy
Rugby Union Team Manager 2017,PC,,,tbd,,Alternative Software,,Sports
Harvest Moon: Skytree Village,3DS,59,7,5.9,11,Natsume,E,General
The Sims 4: City Living,PC,78,13,5.8,73,Maxis,T,Simulation
Farming Simulator 17,Xbox One,65,9,7.0,7,Giants Software,E,Simulation
Farming Simulator 17,PlayStation 4,69,18,6.9,35,"Giants Software, Maximum Games",E,Simulation
Job Simulator,PlayStation 4,71,21,7.3,61,Owlchemy Labs,E10+,Action
Professional Farmer 2017,PC,,,tbd,,Visual Imagination Software,E,Simulation
Prison Architect,Xbox One,75,14,6.8,12,"Introversion, Double Eleven",,Strategy
Prison Architect,PlayStation 4,80,18,6.9,41,"Introversion, Double Eleven",M,Strategy
Teddy Together,3DS,,,tbd,,Arika,,Action
Goat Simulator: The Bundle,Xbox One,58,4,tbd,,Coffee Stain Studios,,Simulation
Return to PoPoLoCrois: A Story of Seasons Fairytale,3DS,72,28,6.7,15,Marvelous Inc.,E10+,Strategy
American Truck Simulator,PC,76,31,7.2,286,SCS Software,E,Simulation
The Sims 4: Get Together,PC,72,16,7.1,138,Maxis,T,Simulation
Euro Fishing,PC,,,tbd,,Dovetail Games,E,Action
Style Savvy: Fashion Forward,3DS,78,10,6.9,24,syn Sophia,E,Simulation
Horse Life 4,3DS,,,tbd,,Ravenscourt,E,Simulation
Emergency 2016,PC,,,5.2,5,Sixteen Tons Entertainment,,Simulation
Train Simulator 2016,PC,,,4.4,10,Dovetail Games,E,Simulation
The Sims 4: Spa Day,PC,,,7.2,33,Maxis,T,Simulation
The Sims 4: Luxury Party Stuff,PC,,,4.8,17,Maxis,T,Simulation
Tropico 5,PlayStation 4,76,17,7.1,157,"Haemimont, Haemimont Games",T,Tycoon
ScreamRide,Xbox One,71,63,4.8,226,Frontier Developments,E10+,Simulation
ScreamRide,Xbox 360,,,3.5,121,Frontier Developments,E10+,Simulation
Invizimals: The Resistance,PlayStation Vita,67,4,7.8,12,Novarama,E10+,Miscellaneous
Tropico 5,PC,75,51,6.9,413,"Haemimont, Haemimont Games",T,Tycoon
Tropico 5,Xbox 360,71,4,6.8,13,"Haemimont, Haemimont Games",T,Tycoon
Sid Meier's Civilization: Beyond Earth,PC,81,78,5.5,1076,Firaxis Games,E10+,Strategy
The Sims 4,PC,70,75,4.1,2507,Maxis,T,Virtual Life
Farming Simulator 14,3DS,,,tbd,,Giants Software,E,Simulation
HomeTown Story,3DS,47,14,6.0,25,TOYBOX,E10+,Simulation
Gardening Mama 2: Forest Friends,3DS,43,7,tbd,,Racjin,E,Simulation
LEGO Friends,DS,,,tbd,,Hellbent Games,E,Miscellaneous
The Sims 3 Seasons,PC,73,12,7.4,58,The Sims Studio,T,Simulation
Combat Wings: The Great Battles of WWII,PlayStation 3,,,tbd,,City Interactive,T,Action
Hakuoki: Warriors of the Shinsengumi,PSP,,,6.8,5,Zerodiv,M,General
Birds of Steel,PlayStation 3,73,27,8.0,22,Gaijin Entertainment,T,Simulation
Birds of Steel,Xbox 360,77,18,8.5,19,Gaijin Entertainment,T,Simulation
The Sims 3: Showtime,PC,67,17,5.3,60,The Sims Studio,T,Simulation
Armored Core V,Xbox 360,68,37,7.1,39,From Software,T,Simulation
Armored Core V,PlayStation 3,65,26,7.3,55,From Software,T,Simulation
Apache: Air Assault,PC,64,7,7.3,23,Gaijin Entertainment,T,Simulation
Cities in Motion Collection,PC,,,tbd,,Paradox Interactive,E,Simulation
Lalaloopsy,DS,,,1.0,5,Activision,E,Simulation
Ace Combat: Assault Horizon Legacy,3DS,71,37,7.6,29,Project Aces,T,Action
EyePet & Friends,PlayStation 3,65,12,4.7,9,SCEE London Studio,E,Simulation
EyePet Adventures,PSP,53,4,,,SCEE London Studio,,Simulation
Wappy Dog,DS,,,tbd,,Sega Toys,E,Simulation
ZhuZhu Babies,DS,,,tbd,,"Activision, Black Lantern Studios",E,Simulation
JASF: Jane's Advanced Strike Fighters,PlayStation 3,41,7,4.1,9,Trickstar Games,T,Action
Take On Helicopters,PC,70,10,6.7,27,Bohemia Interactive,T,Simulation
JASF: Jane's Advanced Strike Fighters,Xbox 360,45,5,4.5,8,Trickstar Games,T,Action
JASF: Jane's Advanced Strike Fighters,PC,48,4,3.8,17,Trickstar Games,T,Action
Pet Zombies,3DS,,,tbd,,1st Playable Productions,T,Simulation
The Sims 3: Pets,3DS,72,6,5.3,18,The Sims Studio,T,Simulation
The Sims 3: Pets,PC,79,18,6.1,76,The Sims Studio,T,Simulation
The Sims 3: Pets,Xbox 360,70,26,3.5,23,The Sims Studio,T,Simulation
The Sims 3: Pets,PlayStation 3,70,16,3.9,15,The Sims Studio,T,Simulation
Airline Tycoon 2,PC,57,4,5.3,32,Kalypso,E,Strategy
Imagine Fashion Designer,3DS,,,tbd,,Ubisoft Sofia,E,Simulation
Kinectimals: Now with Bears!,Xbox 360,78,6,1.8,55,Frontier Developments,E,Simulation
IGT Slots: Lucky Larry's Lobstermania,PC,,,tbd,,,,
IL-2 Sturmovik: Cliffs of Dover,PC,60,13,7.0,117,1C: Maddox Games,T,Simulation
The Sims 3: Town Life Stuff,PC,,,6.0,16,The Sims Studio,T,Simulation
Demolition Company: Gold Edition,PC,,,tbd,,Giants Software,,Simulation
Camping Mama: Outdoor Adventures,DS,51,5,tbd,,Racjin,E,Action
Air Conflicts: Secret Wars,PlayStation 3,51,8,tbd,,Games Farm,T,Simulation
Air Conflicts: Secret Wars,Xbox 360,61,14,tbd,,Games Farm,T,Simulation
Air Conflicts: Secret Wars,PC,65,5,6.0,27,Games Farm,T,Simulation
Petz Fantasy 3D,3DS,,,tbd,,"Ubisoft, Digital Kids",E,Simulation
Hyper Fighters,Wii,,,tbd,,Team6 Game Studios,T,Action
The Sims 3: Generations,PC,70,22,3.8,90,The Sims Studio,T,Simulation
Paws & Claws: Pampered Pets 2,DS,,,tbd,,"THQ, exozet",E,Simulation
Zoo Resort 3D,3DS,,,6.5,4,AQ Interactive,E,Action
Cake Mania: Main Street,DS,,,tbd,,"Majesco Games, Majesco",E10+,Simulation
Pilotwings Resort,3DS,71,64,7.1,106,Monster Games Inc.,E,Simulation
DanceDanceRevolution,Xbox 360,,,tbd,,Konami,E10+,Action
Fantastic Pets,Xbox 360,66,11,7.5,4,Blitz Games Studios,E,Action
Wildlife Park 3,PC,,,6.5,6,B-Alive,,Strategy
The Sims 3,3DS,52,29,3.0,35,EA Games,T,Simulation
ZhuZhu Puppies,DS,,,tbd,,"Activision, Black Lantern Studios",E,Action
The Sims Medieval,PC,77,56,6.0,192,The Sims Studio,T,Simulation
Trainz Simulator 12,PC,,,4.6,10,,,
Petz: Bunnyz Bunch,DS,,,tbd,,"Ubisoft, Ubisoft Osaka",E,Simulation
The Sims 3: Barnacle Bay,PC,,,6.3,10,Maxis,T,Simulation
Rune Factory: Tides of Destiny,PlayStation 3,55,12,8.2,47,Neverland,E10+,Role-Playing
Youda Safari,DS,,,,,Foreign Media,E,Miscellaneous
Magical ZhuZhu Princess: Carriages & Castles,DS,,,tbd,,"Activision, Black Lantern Studios",E,Action
The Sims 3: Outdoor Living Stuff,PC,,,5.3,18,The Sims Studio,T,Simulation
Paws & Claws: Marine Rescue,DS,,,tbd,,THQ,E,Action
Emergency 2012,PC,61,9,5.7,13,ValuSoft,T,Action
Babysitting Mama,Wii,,,5.2,6,Cooking Mama Limited,E,Simulation
I Love Horses: Rider's Paradise,Wii,,,tbd,,Destineer,E,Sports
Apache: Air Assault,Xbox 360,70,26,6.8,28,Gaijin Entertainment,T,Simulation
Apache: Air Assault,PlayStation 3,66,17,5.6,14,Gaijin Entertainment,T,Simulation
DanceDanceRevolution,PlayStation 3,60,5,tbd,,Konami,E10+,Action
DanceDanceRevolution,Wii,,,tbd,,Konami,E,Action
The Sims 3,Wii,,,2.6,36,The Sims Studio,T,Simulation
Kinectimals,Xbox 360,74,50,3.5,76,Frontier Developments,E,Simulation
EyePet,PSP,57,19,tbd,,SCEE London Studio,E,Simulation
Imagine Fashion Stylist,DS,,,tbd,,Magic Pockets,E,Simulation
Busy Scissors,Wii,,,tbd,,Little Orbit,E,Simulation
Busy Scissors,DS,,,tbd,,"Little Orbit, Game Machine Studios",E,Simulation
Crafting Mama,DS,,,tbd,,Cooking Mama Limited,E,Simulation
Petz: Catz Playground,DS,,,tbd,,Ubisoft,E,Simulation
The Sims 3,Xbox 360,76,42,7.5,81,The Sims Studio,T,Simulation
The Sims 3,PlayStation 3,78,39,6.7,68,The Sims Studio,T,Simulation
The Sims 3,DS,73,9,6.2,24,Exient Entertainment,E,Simulation
The Sims 3: Late Night Expansion Pack,PC,74,17,5.6,88,The Sims Studio,T,Simulation
ZhuZhu Pets 2: Featuring The Wild Bunch,DS,,,tbd,,Activision,E,Action
ZhuZhu Pets: Featuring The Wild Bunch,Wii,,,5.8,4,Activision,E,Action
I Love Puppies,DS,,,tbd,,Destineer,E,Simulation
RailWorks 2: Train Simulator,PC,,,7.0,7,RailSimulator.com,E,Simulation
Cities XL 2011,PC,70,17,5.7,39,"Monte Cristo Multimedia, Monte Cristo",E,Strategy
My Baby 3 & Friends,DS,,,tbd,,Nobilis,E,Simulation
Petz Fantasy: Sunshine Magic,DS,,,tbd,,"Digital Kids, Ubisoft Quebec",E,Simulation
Farm Frenzy: Animal Country,DS,,,tbd,,City Interactive,E,Strategy
Petz Fantasy: Moonlight Magic,DS,,,tbd,,"Ubisoft, Ubisoft Quebec",E,Simulation
Scripps Spelling Bee,DS,,,tbd,,THQ,E,Miscellaneous
Ace Combat: Joint Assault,PSP,71,30,7.4,17,Project Aces,T,Action
Florist Shop,DS,,,tbd,,Tommo,E,Simulation
The Sims 3: Fast Lane Stuff,PC,,,5.2,16,The Sims Studio,T,Simulation
Farmtopia,DS,,,tbd,,505 Games,E,Simulation
Hospital Giant,DS,,,,,SouthPeak Games,,Simulation
Ship Simulator Extremes,PC,49,5,6.4,28,VSTEP,E,Simulation
Little Bears,DS,,,tbd,,B-Alive,E,Simulation
Animal Planet: Vet Collection,DS,,,tbd,,Activision,E,Miscellaneous
Paws & Claws Regal Resort,DS,,,tbd,,"THQ, Independent Arts",E,Simulation
Harvest Moon: The Tale of Two Towns,DS,68,6,7.6,13,Marvelous Entertainment,E,Strategy
Rise of Flight: Iron Cross Edition,PC,,,7.9,11,777 Studios,E10+,Simulation
Nursery Mania,DS,,,tbd,,Collision Studios,E,Strategy
Fast Food Panic,Wii,57,6,7.5,4,MBA International,E,Strategy
Fast Food Panic,DS,,,tbd,,Dorasu,E,Strategy
Western Riding Academy,DS,,,tbd,,Snapdragon,E,Sports
Trauma Team,Wii,82,29,8.3,31,Atlus,T,Action
Naval Assault: The Killing Tide,Xbox 360,40,11,4.5,6,Artech Studios,T,Simulation
Let's Play Garden,DS,,,tbd,,Deep Silver,E,Simulation
Let's Play Garden,Wii,,,tbd,,Deep Silver,E,Simulation
DarkStar One: Broken Alliance,Xbox 360,63,33,6.7,22,Gaming Minds Studios,T,Simulation
America's Next Top Model,Wii,,,8.2,5,Neopica,E10+,Action
The Sims 3: Ambitions,PC,74,25,7.1,57,EA Redwood Shores,T,Simulation
Let's Paint,Wii,,,tbd,,Zoo Games,E,Simulation
Imagine: Animal Doctor Care Center,DS,,,tbd,,Ubisoft,E,Simulation
Jane's Hotel,DS,,,tbd,,Zoo Games,E,Simulation
Virtual Villagers: A New Home,DS,,,tbd,,LDW,E,Simulation
Sea Park Tycoon,DS,,,tbd,,Most Wanted Entertainment,E,Strategy
Chocolatier,DS,,,tbd,,Zoo Games,E,Strategy
Let's Play Flight Attendant,DS,,,tbd,,Zig Zag,E,Simulation
My Pet Chimp,DS,,,tbd,,505 Games,E,Simulation
Sushi Go-Round,DS,,,tbd,,"Asylum Entertainment, SouthPeak Games",E,Simulation
Sushi Go-Round,Wii,,,tbd,,SouthPeak Games,E,Simulation
America's Test Kitchen: Let's Get Cooking,DS,87,4,6.3,11,indieszero,E,Miscellaneous
Pizza Delivery Boy,Wii,,,tbd,,Attractive Games,E,Miscellaneous
ZhuZhu Pets,DS,,,tbd,,Black Lantern Studios,E,Simulation
Armored Core: Last Raven Portable,PSP,,,tbd,,From Software,T,Simulation
Imagine Sweet 16,DS,,,tbd,,Longtail Studios,E,Miscellaneous
Silent Hunter 5: Battle of the Atlantic,PC,62,26,3.6,110,Ubisoft Romania,T,Simulation
Dawn of Discovery: Venice,PC,78,16,8.1,28,Related Designs,T,Simulation
Project Runway,Wii,,,tbd,,Tornado Studios,E,Simulation
Lovely Lisa and Friends,DS,,,tbd,,DreamFactory,E,Simulation
WarBirds: Dogfights,PC,,,tbd,,iEntertainment Network,E10+,Action
Pet Pals: New Leash on Life,DS,,,tbd,,Legacy Interactive,E,Simulation
Imagine Reporter,DS,,,tbd,,Magic Pockets,E,Simulation
The Sims 3: High-End Loft Stuff,PC,,,6.3,19,The Sims Studio,T,Simulation
Jambo! Safari: Animal Rescue,DS,,,tbd,,Full Fat,E,Driving
Dreamer Series: Zoo Keeper,DS,,,tbd,,,,
Salon Superstar,DS,,,tbd,,"505 Games, Crush Digital",E,Simulation
Pony Friends 2,Wii,,,tbd,,Tantalus,E,Simulation
Pony Friends 2,DS,,,tbd,,Tantalus,E,Simulation
The Sims 3: World Adventures,PC,81,31,7.7,87,The Sims Studio,T,Simulation
Jambo! Safari: Animal Rescue,Wii,56,13,6.2,6,Full Fat,E,Driving
My Ballet Studio,DS,,,tbd,,505 Games,E,Simulation
My Ballet Studio,Wii,,,tbd,,505 Games,E,Simulation
My Hero: Firefighter,DS,,,tbd,,"Majesco Games, Majesco",E,Action
Petz: Hamsterz Superstarz,DS,,,tbd,,Ubisoft Nagoya,E,Simulation
Petz: Dogz Talent Show,DS,,,tbd,,Ubisoft Nagoya,E,Simulation
Cooking Mama 3: Shop & Chop,DS,65,20,5.9,8,"Taito Corporation, Office Create",E,Simulation
Picture Perfect Hair Salon,DS,,,tbd,,505 Games,E,Miscellaneous
Petz: Nursery,DS,,,tbd,,Digital Kids,E,Simulation
Style Lab: Jewelry Design,DS,,,tbd,,"Ubisoft, 1st Playable Productions",E,Miscellaneous
Style Lab: Makeover,DS,,,tbd,,"Ubisoft, Ubisoft Sofia",E,Miscellaneous
Wedding Dash,DS,,,tbd,,Zoo Games,E,Action
World of Zoo,DS,,,tbd,,Blue Fang Games,E,Simulation
World of Zoo,Wii,,,8.0,8,Blue Fang Games,E,Simulation
Dream Salon,DS,,,tbd,,"Zoo Games, CyberPlanet Interactive",E,Miscellaneous
Horse Life Adventures,DS,,,tbd,,Neko Entertainment,E,Simulation
Imagine Babyz Fashion,DS,,,tbd,,"Ubisoft, Visual Impact",E,Miscellaneous
My Baby First Steps,Wii,,,tbd,,Dancing Dots,E,Simulation
My Baby: First Steps,DS,,,tbd,,Nobilis,E,Simulation
We Cheer 2,Wii,64,7,tbd,,"Machatin, Inc.",E10+,Action
Dance Dance Revolution X2,PlayStation 2,,,tbd,,Konami,E10+,Miscellaneous
Dance Dance Revolution: Hottest Party 3,Wii,66,5,8.2,5,Konami,E10+,Action
Horse Life Adventures,Wii,,,tbd,,Neko Entertainment,E,Simulation
Petz: Dolphinz Encounter,DS,,,tbd,,"Ubisoft, Magic Pockets",E,Simulation
Petz: Saddle Club,PSP,,,tbd,,"Ubisoft, Phoenix Interactive Entertainment",E,Simulation
SimAnimals Africa,DS,,,tbd,,Electronic Arts,E,Simulation
SimAnimals Africa,Wii,53,7,6.3,4,Electronic Arts,E,Simulation
World of Zoo,PC,,,8.0,12,Blue Fang Games,E,Simulation
EyePet,PlayStation 3,70,35,7.6,24,SCEE London Studio,E,Simulation
Imagine Fashion Designer World Tour,DS,,,tbd,,Virtual Toys,E,Simulation
Littlest Pet Shop: Beach Friends,DS,,,tbd,,Electronic Arts,E,Miscellaneous
Littlest Pet Shop: City Friends,DS,,,tbd,,Electronic Arts,E,Miscellaneous
Littlest Pet Shop: Country Friends,DS,,,tbd,,Electronic Arts,E,Miscellaneous
Littlest Pet Shop: Friends,Wii,,,tbd,,Artech Studios,E,Miscellaneous
Cake Mania 3,DS,,,tbd,,"Sandlot Games, Digital Embryo",E,Miscellaneous
Petz: Pony Beauty Pageant,DS,,,tbd,,HotGen,E,Simulation
Cities XL,PC,69,35,4.1,131,"Monte Cristo Multimedia, Monte Cristo",E,Strategy
Cake Mania: Main Street,PC,,,tbd,,Sandlot Games,E,Simulation
Imagine Zookeeper,DS,,,tbd,,Magic Pockets,E,Miscellaneous
Spore Hero,Wii,61,23,7.1,39,Maxis,E10+,Action Adventure
Spore Hero Arena,DS,49,11,2.2,10,Full Fat,E,Action Adventure
Imagine Party Planner,DS,,,tbd,,Ubisoft Porto Alegre,E,Simulation
Imagine Salon Stylist,DS,,,tbd,,Playbox Limited,E,Simulation
Dreamer Series: Top Model,DS,,,tbd,,,,
Animal Planet: Vet Life,DS,,,tbd,,Activision,E,Simulation
Animal Planet: Vet Life,Wii,,,tbd,,"Activision, Big Blue Bubble Inc., Activision Blizzard",E,Simulation
Heroes Over Europe,PC,65,20,7.3,12,"Atari, Transmission Games, Atari SA",T,Simulation
Our House: Party!,Wii,,,7.3,4,BudCat,E,Strategy
Charm Girls Club My Perfect Prom,DS,,,tbd,,Griptonite Games,E,Action
Discovery Kids: Snake Safari,DS,,,tbd,,505 Games,E10+,Miscellaneous
Endless Ocean: Blue World,Wii,76,42,8.6,35,Arika,E10+,Adventure
Heroes Over Europe,Xbox 360,62,39,8.1,9,Transmission Games,T,Simulation
Heroes Over Europe,PlayStation 3,62,34,7.2,17,"Atari, Transmission Games, Atari SA",T,Simulation
Monster Mayhem: Build and Battle,Wii,,,tbd,,Brain Toys,E10+,Action
My Boyfriend,DS,,,9.5,19,Eidos Interactive,E10+,Simulation
Princess in Love,DS,,,tbd,,THQ,E,Adventure
Ant Nation,DS,,,tbd,,Kouyousha,E,Action
IL-2 Sturmovik: Birds of Prey,PlayStation 3,81,28,7.4,24,Gaijin Entertainment,T,Simulation
IL-2 Sturmovik: Birds of Prey,PSP,,,3.9,8,SME Dynamic Systems Limited,T,Simulation
IL-2 Sturmovik: Birds of Prey,Xbox 360,80,43,8.1,22,Gaijin Entertainment,T,Simulation
Imagine Detective,DS,,,tbd,,Ubisoft Sao Paulo,E,Strategy
IL-2 Sturmovik: Birds of Prey,DS,41,4,2.9,8,DiP Interactive,E10+,Simulation
Paws & Claws Pet Vet: Australian Adventures,DS,,,tbd,,"THQ, Radon Labs",E,Simulation
Paws & Claws: Pet Vet,Wii,,,tbd,,"THQ, Neopica, Sproing",E,Simulation
Monster Mayhem: Build and Battle,DS,,,tbd,,Brain Toys,E,Action
Armored Core 3 Portable,PSP,43,6,6.7,6,From Software,T,Simulation
Dino Pets,DS,,,tbd,,Destineer,E,Miscellaneous
Treasure World,DS,68,14,tbd,,Aspyr,E,Simulation
Dawn of Discovery,PC,82,32,8.8,152,"Blue Byte, Related Designs",T,Strategy
Dawn of Discovery,Wii,81,24,8.4,25,Keen Games,E10+,Simulation
Dawn of Discovery,DS,82,11,7.3,8,Keen Games,E,Simulation
My Healthy Cooking Coach,DS,,,tbd,,Ubisoft,E,Miscellaneous
Restaurant Empire II,PC,64,10,7.0,25,Enlight Software,E,Strategy
Petz: Dogz Family,PSP,,,tbd,,Osaka Studio,E,Simulation
Petz: Hamsterz Bunch,PSP,,,tbd,,"Ubisoft, Hi Corp",E,Simulation
Discovery Kids: Parrot Pals,DS,,,tbd,,"505 Games, Noise Factory",E,Simulation
Dreamer Series: Teacher,DS,,,tbd,,Dreamcatcher,E,Simulation
Go Play Lumberjacks,Wii,,,tbd,,Panic Button,E,Simulation
Petz Fashion: Dogz & Catz,DS,,,tbd,,Powerhead Games,E,Simulation
The Sims 3,PC,86,75,7.8,1175,The Sims Studio,T,Simulation
Imagine Boutique Owner,DS,,,tbd,,Creative Patterns,E,Simulation
Shepherd's Crossing,PSP,,,tbd,,Success,E,Role-Playing
Supermarket Mania,PC,,,tbd,,"Alawar Entertainment, Inc, Alawar Entertainment",E,Simulation
Fantasy Aquarium World,Wii,,,tbd,,Coresoft,E,Simulation
Dreamer Series: Babysitter,DS,,,tbd,,Zig Zag,E,Simulation
Dreamer Series: Shop Owner,DS,,,tbd,,Dreamcatcher,E,Simulation
Imagine Music Fest,DS,,,tbd,,Ubisoft,E,Action
Girl Time,DS,,,tbd,,THQ,E,Miscellaneous
Mission: Runway,DS,,,tbd,,"THQ, Independent Arts",E,Simulation
Burger Island,Wii,,,tbd,,eGames,E,Action
I Love Horses,DS,,,tbd,,Destineer,E,Simulation
Air Conflicts: Aces of World War II,PSP,36,12,4.3,4,Cowboy Rodeo,T,Simulation
Emergency! Disaster Rescue Squad,DS,,,tbd,,Sixteen Tons Entertainment,E10+,Simulation
Dance Dance Revolution: Disney Grooves,Wii,,,6.0,4,Konami,E,Action
Ocean Commander,Wii,,,tbd,,"Cyber Planet, CyberPlanet Interactive",E,Action
Pet Vet: Down Under,DS,,,,,Braingame,E,Simulation
Discovery Kids: Kitten Corner,DS,,,tbd,,"505 Games, Beast Studios",E,Simulation
Discovery Kids: Pony Paradise,DS,,,tbd,,Gimagin Games,E,Simulation
Imagine: Family Doctor,DS,,,tbd,,Wizarbox,E,Simulation
Discovery Kids: Dolphin Discovery,DS,,,tbd,,505 Games,E,Miscellaneous
Discovery Kids: Puppy Playtime,DS,,,tbd,,505 Games,E,Simulation
Harvest Moon: Hero of Leaf Valley,PSP,74,6,8.6,19,Marvelous Entertainment,E,Strategy
Animal Planet: Emergency Vets,DS,,,tbd,,SilverBirch Studios,E,Action
Help Wanted: 50 Wacky Jobs,Wii,65,12,7.2,6,Hudson Soft,E10+,Simulation
MySims Party,Wii,56,16,tbd,,EA Games,E,Simulation
MySims Party,DS,64,9,tbd,,EA Games,E,Simulation
Dream Day Wedding: Destinations,DS,,,tbd,,"THQ, Webfoot Technologies",E,Simulation
My Pet Shop,DS,60,10,tbd,,Taito Corporation,E,Simulation
Littlest Pet Shop: Spring,DS,,,tbd,,Electronic Arts,E,Simulation
Imagine Fashion Party,Wii,,,6.5,4,"Lexis Numerique, Virtual Toys",E,Simulation
SimAnimals,DS,70,10,8.2,6,Electronic Arts,E,Simulation
Imagine: Cheerleader,DS,,,tbd,,1st Playable Productions,E,Action
SimAnimals,Wii,58,13,2.2,37,Electronic Arts,E,Simulation
Hotel for Dogs,Wii,,,tbd,,"Farsight Studios, 505 Games",E,Simulation
Hotel for Dogs,DS,,,tbd,,505 Games,E,Simulation
Hotel for Dogs,PC,,,tbd,,Paramount Interactive,E,Simulation
Paws & Claws: Pampered Pets,DS,,,tbd,,"THQ, exozet",E,Simulation
Paws & Claws Pet Resort,Wii,,,tbd,,THQ,E,Simulation
Burger Island,DS,,,tbd,,"eGames, TechFront",E,Action
Dreamer Series: Horse Trainer,DS,,,tbd,,,,
Dreamer Series: Puppy Trainer,DS,,,tbd,,Dreamcatcher,E,Simulation
Build-a-lot,DS,,,tbd,,"MumboJumbo, HipSoft",E,Strategy
Happy Cooking,DS,,,tbd,,"Ubisoft, MTO",E,Simulation
Armored Core: For Answer,Xbox 360,64,22,7.9,40,From Software,T,Simulation
Hotel Giant DS,DS,,,,,Enlight Software,E,Strategy
Iron Chef America: Supreme Cuisine,Wii,42,4,tbd,,Black Lantern Studios,E10+,Action
Imagine Gymnast,DS,,,tbd,,Ubisoft,E,Sports
I Love Babies,DS,,,tbd,,dtp Young Entertainment AG,E,Simulation
Cooking Mama: World Kitchen,Wii,62,17,4.8,13,Cooking Mama Limited,E,Simulation
Imagine: Ballet Star,DS,,,7.0,4,"Ubisoft, Spike",E,Simulation
Imagine: Movie Star,DS,,,tbd,,"Ubisoft, Powerhead Games",E,Simulation
Iron Chef America: Supreme Cuisine,DS,,,tbd,,Black Lantern Studios,E10+,Action
Petz: Catz Clan,DS,,,tbd,,Digital Kids,E,Simulation
Petz: Monkeyz House,DS,,,tbd,,"Ubisoft, Ubisoft Nagoya",E,Simulation
